#	分類	項目	ファイル	placeName	ref	要素	行	根拠・原文語句
17	C	AIND-D00241	AIND-D00241_408621679138.xml	الشام	#TMP-L-00002	event[type=political n=1 when-custom=0869 cert=high]	22	بائشام（بالشام の誤植）
18	B	AIND-D00318	AIND-D00318_523608523461.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0887 cert=high]	27	حج
19	B	AIND-D00323	AIND-D00323_980573749967.xml	مكة	gn:104515	event[type=religious subtype=hajj n=2 when-custom=0865 cert=high]	13	حج
20	E	AIND-D00323	AIND-D00323_980573749967.xml	الشام	#TMP-L-00002	event[type=travel n=3 when-custom=0865 cert=high]	14	رجع مع الركب الشامي（隊商名の形容詞からの推定。帰着地としては原文不明）
21	C	AIND-D00401	AIND-D00401_711043580769.xml	تبريز	#TMP-L-00060	event[type=political n=1 cert=low]	21	توريز（تبريز の異綴）
22	D	AIND-D00413	AIND-D00413_177427448721.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00014]	11	施設 جامع طولون の所在地（من ناحية جامع طولون）
23	B	AIND-D00414	AIND-D00414_781939901338.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	18	حج
24	B	AIND-D00426	AIND-D00426_167507919793.xml	مكة	gn:104515	event[type=religious subtype=hajj n=3 when-custom=0806 cert=high]	25	حج
25	B	AIND-D00426	AIND-D00426_167507919793.xml	مكة	gn:104515	event[type=religious subtype=hajj n=4 cert=low]	26	حج
26	B	AIND-D00443	AIND-D00443_656798647255.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0888 cert=high]	28	حج
27	D	AIND-D00444	AIND-D00444_322625864663.xml	مكة	gn:104515	event[type=learning when-custom=0897]	20	ニスバ المكي／師の جاور（حين جاور）
28	B	AIND-D00449	AIND-D00449_277537096669.xml	مكة	gn:104515	event[type=religious subtype=hajj n=3]	94	حج
29	D	AIND-D00475	AIND-D00475_300026954763.xml	المدينة	gn:109223	state[n=1 type=office ref=wd:Q239718]	18	ニスバ المدني
30	D	AIND-D00483	AIND-D00483_565878719509.xml	دمشق	gn:170654	event[type=residence n=1 cert=low]	17	ニスバ الدمشقي／من أعيان الدماشقة（複数形ニスバ）
31	C	AIND-D00488	AIND-D00488_877796525084.xml	المدرسة البرقوقية	#TMP-I-00029	event[type=learning]	17	دروس البرقوقية（施設名の展開）
32	C	AIND-D00488	AIND-D00488_877796525084.xml	الخانقاه الباسطية	#TMP-I-00021	event[type=other n=2]	36	صوفية الباسطية … بجوارها（施設名の展開）
33	D	AIND-D00566	AIND-D00566_913385194704.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00213]	17	施設 الشيخونية の所在地
34	D	AIND-D00574	AIND-D00574_276401764660.xml	حلب	gn:170063	event[type=study n=1 when-custom=0839 cert=high]	21	師 البرهان الحلبي のニスバ（قدم عليه）
35	E	AIND-D00592	AIND-D00592_864404112641.xml	بعلبك	gn:277130	event[type=learning when=0790]	12	بلده: البعلي … سمع ببلده
36	E	AIND-D00592	AIND-D00592_864404112641.xml	بعلبك	gn:277130	event[type=learning when=0790]	18	بلده: البعلي … سمع ببلده
37	E	AIND-D00592	AIND-D00592_864404112641.xml	بعلبك	gn:277130	event[type=learning when=0790]	27	بلده: البعلي … سمع ببلده
38	E	AIND-D00592	AIND-D00592_864404112641.xml	بعلبك	gn:277130	event[type=residence n=1 when-custom=0790 cert=high]	31	بلده: البعلي … سمع ببلده
39	A	AIND-D00610	AIND-D00610_923069842728.xml	مكة	gn:104515	event[type=learning when=880s]	13	هناك（先行詞 حج وجاور）: ولازمني في السماع هناك
40	B	AIND-D00610	AIND-D00610_923069842728.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	22	حج
41	D	AIND-D00610	AIND-D00610_923069842728.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=2 when-custom=880s cert=medium]	26	جاور（規則20: 付けない）
42	C	AIND-D00635	AIND-D00635_859190592862.xml	خانقاه الباسطية	#TMP-I-00021	state[n=1 type=office ref=wd:Q215536]	24	بحانوت في الباسطية（施設名の展開）
43	A	AIND-D00679	AIND-D00679_820934346149.xml	مكة	gn:104515	death[when-custom=0892-08 when=1487-08]	10	مات بها
44	E	AIND-D00679	AIND-D00679_820934346149.xml	مكة	gn:104515	event[type=residence n=1]	13	居住イベント: 代名詞 بها は職・死亡にかかり、居住自体はニスバ المكي のみ（الفراش بها／مات بها）
45	A	AIND-D00679	AIND-D00679_820934346149.xml	مكة	gn:104515	state[n=1 type=office ref=#TMP-O-00033]	17	الفراش بها
46	A	AIND-D00705	AIND-D00705_163850487273.xml	بيت المقدس	gn:281184	death[when-custom=0854-11-12 when=1450-12-26]	8	ومات به
47	D	AIND-D00705	AIND-D00705_163850487273.xml	بيت المقدس	gn:281184	state[n=1 type=office ref=#TMP-O-00017]	15	ニスバ المقدسي（كتب في الاستدعاآت に地の明示なし）
48	E	AIND-D00728	AIND-D00728_306314216987.xml	مكة	gn:104515	death[when-custom=0819 when=1416]	9	حج 文脈の死（فأدركه أجله بعد الحج في النفر…ودفن بالمعلاة）。規則20は hajj イベントのみ
49	B	AIND-D00728	AIND-D00728_306314216987.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0819 cert=high]	18	حج
50	A	AIND-D00728	AIND-D00728_306314216987.xml	ينبع	#TMP-L-00081	state[n=1 type=office ref=wd:Q217029]	23	الينبعي قاضيها
51	B	AIND-D00740	AIND-D00740_896670893613.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0898 cert=high]	22	حج
52	B	AIND-D00762	AIND-D00762_186508117602.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	37	حج
53	C	AIND-D00780	AIND-D00780_397942982279.xml	الهند	#TMP-L-00039	birth[]	11	الهندي المولد（出生地の明示）
54	D	AIND-D00824	AIND-D00824_956360034001.xml	دمشق	gn:170654	event[type=residence n=1]	15	ニスバ الدمشقي
55	D	AIND-D00856	AIND-D00856_192824739609.xml	المدينة	gn:109223	event[type=residence n=1]	13	ニスバ المدني
56	B	AIND-D00863	AIND-D00863_929155778348.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	15	حج
57	D	AIND-D00875	AIND-D00875_320872646478.xml	القاهرة	gn:360630	death[when-custom=0892-05-17 when=1487-05-20]	8	施設 جامع الحاكم の所在地（سكن بقرب باب زيادة جامع الحاكم）
58	D	AIND-D00875	AIND-D00875_320872646478.xml	القاهرة	gn:360630	event[type=residence n=1]	26	施設 جامع الحاكم の所在地（سكن بقرب باب زيادة جامع الحاكم）
59	C	AIND-D00889	AIND-D00889_383892064103.xml	مكة	gn:104515	state[n=1 type=office ref=#TMP-O-00033]	19	بالحرم المكي（施設名の複合語）
60	C	AIND-D00889	AIND-D00889_383892064103.xml	مكة	gn:104515	state[n=2 type=office ref=#TMP-O-00229]	25	بالحرم المكي（施設名の複合語）
61	C	AIND-D00890	AIND-D00890_940199380841.xml	القاهرة	gn:360630	birth[]	12	القاهري المولد（出生地の明示）
62	D	AIND-D00890	AIND-D00890_940199380841.xml	القاهرة	gn:360630	event[type=learning when=0891]	21	サハーウィーの住居 بمنزلي の所在地からの補完
63	D	AIND-D00890	AIND-D00890_940199380841.xml	القاهرة	gn:360630	event[type=learning when=0891]	28	サハーウィーの住居 بمنزلي の所在地からの補完
64	D	AIND-D00890	AIND-D00890_940199380841.xml	القاهرة	gn:360630	event[type=learning when=0891]	32	サハーウィーの住居 بمنزلي の所在地からの補完
65	A	AIND-D00902	AIND-D00902_414976051079.xml	المدينة	gn:109223	event[type=learning]	15	في مجاورتي بها
66	C	AIND-D00902	AIND-D00902_414976051079.xml	المدينة	gn:109223	state[n=1 type=office ref=#TMP-O-00033]	23	بالحرم المدني（施設名の複合語）
67	D	AIND-D00947	AIND-D00947_285174925288.xml	القاهرة	gn:360630	event[type=learning]	16	サハーウィーの所在からの補完（قدم علي、地名なし）
68	D	AIND-D00947	AIND-D00947_285174925288.xml	القاهرة	gn:360630	event[type=learning]	23	サハーウィーの所在からの補完（قدم علي、地名なし）
69	D	AIND-D00947	AIND-D00947_285174925288.xml	القاهرة	gn:360630	event[type=learning]	30	サハーウィーの所在からの補完（قدم علي、地名なし）
70	B	AIND-D00968	AIND-D00968_339407276056.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	6	حج
71	D	AIND-D00968	AIND-D00968_339407276056.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=2 when-custom=0886 cert=high]	7	جاور（規則20: 付けない）
72	A	AIND-D01020	AIND-D01020_316967749763.xml	مكة	gn:104515	death[when-custom=0868-03 when=1463-11]	9	مات بها
73	E	AIND-D01020	AIND-D01020_316967749763.xml	مكة	gn:104515	event[type=residence n=1 cert=low]	13	居住イベント: 代名詞 بها は死亡にかかり、居住自体はニスバ المكي のみ
74	A	AIND-D01029	AIND-D01029_855667378331.xml	مكة	gn:104515	death[when-custom=0876-01 when=1471-06]	11	مات بها
75	B	AIND-D01034	AIND-D01034_440800381096.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	24	حج
76	D	AIND-D01044	AIND-D01044_553362917576.xml	القاهرة	gn:360630	event[type=residence n=1]	16	ニスバ ثم القاهري
77	B	AIND-D01103	AIND-D01103_124658911573.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	9	حج
78	D	AIND-D01134	AIND-D01134_927603886479.xml	القاهرة	gn:360630	event[type=residence n=1]	26	ニスバ ثم القاهري
79	D	AIND-D01173	AIND-D01173_943449967057.xml	القاهرة	gn:360630	event[type=residence n=1]	15	ニスバ القاهري
80	A	AIND-D01256	AIND-D01256_714591963771.xml	حلب	gn:170063	state[n=1 type=office ref=wd:Q217029]	12	الحلبي قاضيها
81	E	AIND-D01314	AIND-D01314_606378920680.xml	بعلبك	gn:277130	event[type=learning when=0895]	13	بلده: البعلي … سمع ببلده
82	A	AIND-D01327	AIND-D01327_895018339080.xml	المدينة	gn:109223	event[type=learning]	11	ممن أخذ عني بها
83	B	AIND-D01340	AIND-D01340_282331187998.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	11	حج
84	D	AIND-D01340	AIND-D01340_282331187998.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=2]	12	جاور（規則20: 付けない）
85	D	AIND-D01378	AIND-D01378_160159501182.xml	مصر	gn:352261	event[type=residence n=1 cert=low]	16	ニスバ المصري الأصل
86	D	AIND-D01412	AIND-D01412_280527637438.xml	الكرك	#TMP-L-00052	event[type=residence n=1]	13	ニスバ الكركي
87	A	AIND-D01424	AIND-D01424_670614686686.xml	مكة	gn:104515	death[when-custom=0874-12 when=1470-06]	8	مات بها
88	E	AIND-D01424	AIND-D01424_670614686686.xml	مكة	gn:104515	event[type=residence n=1]	15	居住イベント: 代名詞 بها は死亡にかかり、居住自体はニスバ المكي のみ
89	D	AIND-D01460	AIND-D01460_126554737729.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00010]	14	ニスバ القاهري（職 كاتب に勤務地の明示なし）
90	E	AIND-D01479	AIND-D01479_273221160031.xml	الاسكندرية	gn:361058	state[n=1 type=office ref=#TMP-O-00088]	17	بلده: السكندري … رياسة الإقراء ببلده
91	E	AIND-D01497	AIND-D01497_595083660413.xml	حمص	gn:170017	state[n=1 type=office ref=wd:Q217029]	16	بلده: الحمصي … ولي قضاء الحنابلة ببلده
92	D	AIND-D01512	AIND-D01512_216744856757.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00002]	29	施設 سعيد السعداء の所在地
93	D	AIND-D01564	AIND-D01564_648091274530.xml	القاهرة	gn:360630	event[type=residence n=2 cert=low]	11	施設 الصرغتمشية の所在地／ニスバ القاهري
94	D	AIND-D01564	AIND-D01564_648091274530.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00020]	19	施設 الصرغتمشية の所在地／ニスバ القاهري
95	D	AIND-D01592	AIND-D01592_821555105117.xml	دمشق	gn:170654	state[n=1 type=office ref=#TMP-O-00082]	20	施設 الجامع الاموي の所在地／ニスバ الدمشقي
96	D	AIND-D01624	AIND-D01624_544856870306.xml	دمشق	gn:170654	state[n=1 type=office ref=#TMP-O-00090]	13	施設 الجامع الأموي の所在地
97	D	AIND-D01643	AIND-D01643_888403922370.xml	القاهرة	gn:360630	event[type=residence n=1]	14	ニスバ ثم القاهري
98	C	AIND-D01681	AIND-D01681_622208224796.xml	المعلاة	wd:Q42004	death[when-custom=0862-07 when=1458-05]	11	بمعلاتها（المعلاة＋代名詞）
99	E	AIND-D01702	AIND-D01702_790429175377.xml	القاهرة	gn:360630	state[n=2 type=office ref=#TMP-O-00084]	29	原文 أحد المقدمين بمصر … ثم أمير مجلس（مصر を القاهرة と同定。職の勤務地の継続解釈）
100	B	AIND-D01712	AIND-D01712_761580752487.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	17	حج
101	D	AIND-D01723	AIND-D01723_115611799168.xml	بانياس		birth[when-custom=0733 when=1332]	9	ニスバ البانياسي
102	D	AIND-D01723	AIND-D01723_115611799168.xml	بانياس		event[type=residence n=1 cert=low]	29	ニスバ البانياسي
103	D	AIND-D01723	AIND-D01723_115611799168.xml	دمشق	gn:170654	event[type=residence n=2 cert=low]	30	ニスバ ثم الدمشقي
104	A	AIND-D01729	AIND-D01729_661999586954.xml	صفد	gn:293100	state[n=1 type=office ref=wd:Q217029]	16	الصفدي قاضيها／ولي قضاءها
105	A	AIND-D01729	AIND-D01729_661999586954.xml	صفد	gn:293100	event[type=political n=1 cert=low]	19	ولي قضاءها
106	C	AIND-D01730	AIND-D01730_267122642574.xml	الحسينية	#TMP-L-00007	event[type=residence n=1]	15	الحسيني سكنا（居住地の明示）
107	A	AIND-D01750	AIND-D01750_532487868112.xml	دمشق	gn:170654	death[when-custom=0859-05-05 when=1455-05-02]	10	مات بها（先行詞は الدمشقي。原文には بدمش もあり）
108	E	AIND-D01750	AIND-D01750_532487868112.xml	دمشق	gn:170654	event[type=residence n=1]	17	居住イベント: 代名詞 بها は職・死亡にかかり、居住自体はニスバ الدمشقي（ほか ولم يخلف بدمش）
109	A	AIND-D01750	AIND-D01750_532487868112.xml	دمشق	gn:170654	state[n=1 type=office ref=#TMP-O-00090]	22	رئيس المؤذنين بجامعها
110	A	AIND-D01751	AIND-D01751_381258043088.xml	دمشق	gn:170654	event[type=residence n=1]	17	الدمشقي المقيم فيها
111	C	AIND-D01760	AIND-D01760_460878515966.xml	المقس	#TMP-L-00084	state[n=2 type=office ref=wd:Q932945]	19	بجامع المقسي（施設名の複合語）
112	C	AIND-D01766	AIND-D01766_562879794950.xml	الغربية	#TMP-L-00046	state[n=1 type=office ref=#TMP-O-00089]	16	بالغرية（الغربية の誤植。Waka 2026-07-09 確認済）
113	C	AIND-D01817	AIND-D01817_488393150399.xml	زاوية جامع الظاهر على الطريق		death[when-custom=0860-11-16 when=1456-10-25]	9	دفن في زاوية هناك على الطريق（هناك＝باب جامع الظاهر の展開）
114	D	AIND-D01817	AIND-D01817_488393150399.xml	القاهرة	gn:360630	event[type=residence n=1]	15	施設 جامع الظاهر の所在地（المجاور بباب جامع الظاهر）
115	E	AIND-D01826	AIND-D01826_394063253474.xml	مكة	gn:104515	death[when-custom=0860 when=1455]	9	規則23案件（死地 مكة は弟子 D09908 の本文にのみあり。規則22-1 の対象外）
116	A	AIND-D01831	AIND-D01831_931533950965.xml	غزة	#TMP-L-00042	event[type=religious n=1]	13	في بلده … ولأهلها … مات بها
117	A	AIND-D01865	AIND-D01865_451818819671.xml	مكة	gn:104515	death[when-custom=0893-01 when=1487-12]	9	مات بها
118	E	AIND-D01882	AIND-D01882_295815876755.xml	مكة	gn:104515	state[n=3 type=office ref=#TMP-O-00134]	24	職 أمير الحج（تأمر على الحج）への مكة。規則20 の職への拡張可否
119	B	AIND-D01905	AIND-D01905_404888752331.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	14	حج
120	D	AIND-D01905	AIND-D01905_404888752331.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=2]	18	جاور（規則20: 付けない）
121	D	AIND-D01917	AIND-D01917_945412903151.xml	حلب	gn:170063	event[type=learning when=0836]	16	師 البرهان الحلبي のニスバ
122	B	AIND-D01962	AIND-D01962_515362525520.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	29	حج
123	B	AIND-D02069	AIND-D02069_303684391473.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	8	حج
124	B	AIND-D02075	AIND-D02075_526208995901.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 cert=low]	16	حج
125	D	AIND-D02133	AIND-D02133_978145252059.xml	القاهرة	gn:360630	event[type=residence n=1]	17	ニスバ القاهري
126	A	AIND-D02183	AIND-D02183_982612185902.xml	مكة	gn:104515	death[when-custom=0867-04 when=1463-01]	9	مات بها
127	E	AIND-D02183	AIND-D02183_982612185902.xml	مكة	gn:104515	event[type=residence n=1]	13	居住イベント: 代名詞 بها は死亡にかかり、居住自体はニスバ المكي（ほか عطارا بباب السلام）
128	A	AIND-D02195	AIND-D02195_739325776707.xml	مكة	gn:104515	death[when-custom=0874-09 when=1470-03]	9	مات بها
129	B	AIND-D02233	AIND-D02233_872293602192.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0897 cert=high]	12	حج
130	D	AIND-D02233	AIND-D02233_872293602192.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00101]	16	職 امرة عشرة の勤務地（原文に地名なし）
131	D	AIND-D02233	AIND-D02233_872293602192.xml	القاهرة	gn:360630	event[type=political n=2]	22	職 امرة عشرة の勤務地（原文に地名なし）
132	D	AIND-D02257	AIND-D02257_618726953930.xml	القاهرة	gn:360630	death[when-custom=0819-02 when=1416-04]	9	職 إمرة الحج の本拠からの補完（وقدم… مات、地名なし）
133	B	AIND-D02257	AIND-D02257_618726953930.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1 when-custom=0818 cert=high]	13	حج
134	D	AIND-D02257	AIND-D02257_618726953930.xml	القاهرة	gn:360630	event[type=visit n=2 when-custom=0819 cert=high]	14	職 إمرة الحج の本拠からの補完（وقدم في أول التي تليها、地名なし）
135	D	AIND-D02257	AIND-D02257_618726953930.xml	القاهرة	gn:360630	state[n=1 type=office ref=#TMP-O-00131]	18	職 شاد الشربخاناة の勤務地（原文に地名なし）
136	E	AIND-D02257	AIND-D02257_618726953930.xml	مكة	gn:104515	state[n=2 type=office ref=#TMP-O-00134]	24	職 إمرة الحج への مكة。規則20 の職への拡張可否
137	D	AIND-D02260	AIND-D02260_617724515274.xml	مكة	gn:104515	event[type=residence n=1]	12	ニスバ المكي
138	D	AIND-D02260	AIND-D02260_617724515274.xml	مكة	gn:104515	state[n=1 type=office ref=#TMP-O-00094]	16	ニスバ المكي（القائد من أعيانهم）
139	B	AIND-D02268	AIND-D02268_908196844508.xml	مكة	gn:104515	event[type=religious subtype=hajj n=1]	12	حج
140	E	AIND-D02268	AIND-D02268_908196844508.xml	مكة	gn:104515	state[n=3 type=office ref=#TMP-O-00158]	24	職 أمير المحمل（حج أمير المحمل）への مكة。規則20 の職への拡張可否
141	D	AIND-D02320	AIND-D02320_291504133190.xml	القاهرة	gn:360630	event[type=learning when=0892]	12	サハーウィーの所在からの補完（سمع مني、地名なし）
142	D	AIND-D02320	AIND-D02320_291504133190.xml	القاهرة	gn:360630	event[type=learning when=0892]	18	サハーウィーの所在からの補完（سمع مني、地名なし）
143	D	AIND-D02320	AIND-D02320_291504133190.xml	القاهرة	gn:360630	event[type=visit n=1 cert=low]	22	サハーウィーの所在からの補完（تردد الي、地名なし）
144	C	AIND-D02328	AIND-D02328_370004726863.xml	المعلاة	wd:Q42004	death[when-custom=0849-11 when=1446-02]	10	بمعلاتها（المعلاة＋代名詞）
145	A	AIND-D02337	AIND-D02337_795256820840.xml	مكة	gn:104515	death[when-custom=0818-10 when=1415-12]	8	مات بها
146	E	AIND-D02337	AIND-D02337_795256820840.xml	مكة	gn:104515	event[type=residence n=1]	16	居住イベント: 代名詞 بها は死亡にかかり、居住自体はニスバ المكي
147	C	AIND-D02387	AIND-D02387_129868240130.xml	مصلى المؤمني	#TMP-L-00151	event[type=other n=3 when-custom=0873-09]	29	بالمؤمني（施設名の展開）
148	A	AIND-D02472	AIND-D02472_717800609181.xml	اليمن	#TMP-L-00037	state[n=1 type=office ref=#TMP-O-00014]	15	اليماني أحد عظماء الأمراء بها
149	D	AIND-D02489	AIND-D02489_876445963702.xml	القاهرة	gn:360630	state[n=2 type=office ref=wd:Q2892720]	26	施設 الأشرفية برسباي の所在地／ニスバ القاهري
150	D	AIND-D02491	AIND-D02491_161304548794.xml	القاهرة	gn:360630	state[n=1 type=office ref=wd:Q3595924]	16	施設 جامع الأزهر の所在地
151	D	AIND-D02493	AIND-D02493_524321560005.xml	القاهرة	gn:360630	event[type=residence n=1]	14	ニスバ القاهري
152	C	AIND-D02498	AIND-D02498_439378515407.xml	بيت المقدس	gn:281184	state[n=1 type=office ref=#TMP-O-00053]	20	نائب القدس（القدس は بيت المقدس の異称）
153	D	AIND-D02498	AIND-D02498_439378515407.xml	القاهرة	gn:360630	state[n=2 type=office ref=#TMP-O-00063]	25	職 دوادار ثاني の勤務地（原文に地名なし）
154	D	AIND-D02498	AIND-D02498_439378515407.xml	القاهرة	gn:360630	event[type=political n=3 cert=medium]	38	スルタン（الناصر）の所在からの補完（جيئ به فحبسه الناصر、地名なし）
155	E	AIND-D02501	AIND-D02501_775845582291.xml	صفد	gn:293100	event[type=residence n=1 when-custom=0816 cert=low]	11	بلده: الصفدي كان ممن يعتقد ببلده … زاوية في حارة يعقوب منها
156	A	AIND-D02502	AIND-D02502_716525540820.xml	مكة	gn:104515	death[when-custom=0830 when=1426]	9	مات بها
157	E	AIND-D02502	AIND-D02502_716525540820.xml	مكة	gn:104515	event[type=residence n=1]	12	居住イベント: 代名詞 بها は死亡にかかり、居住自体はニスバ المكي
158	E	AIND-D02526	AIND-D02526_704122983934.xml	طرابلس	gn:266826	state[n=1 type=office ref=wd:Q217029]	22	بلده: الطرابلسي … كان قاضي الحنفية ببلده
159	D	AIND-D02527	AIND-D02527_877846861313.xml	القاهرة	gn:360630	event[type=residence n=1]	24	ニスバ ثم القاهري
160	C	AIND-D02581	AIND-D02581_513718359668.xml	المعلاة	wd:Q42004	death[when-custom=0857-05 when=1453-05]	10	بمعلاتها（المعلاة＋代名詞）
161	D	AIND-D02596	AIND-D02596_666793678483.xml	مكة	gn:104515	event[type=learning]	15	サハーウィーの مجاورة（في مجاورتي الرابعة والخامسة）／ニスバ المكي
162	D	AIND-D02596	AIND-D02596_666793678483.xml	مكة	gn:104515	event[type=learning]	21	サハーウィーの مجاورة（في مجاورتي الرابعة والخامسة）／ニスバ المكي
163	D	AIND-D02596	AIND-D02596_666793678483.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=1]	24	جاور（しかもサハーウィー自身の مجاورة。規則20: 付けない）
164	C	AIND-D02613	AIND-D02613_551643256495.xml	نابلس	gn:282615	birth[]	10	النابلسي المولد（出生地の明示）
165	C	AIND-D02613	AIND-D02613_551643256495.xml	غزة	#TMP-L-00042	event[type=residence n=1]	21	الغزي الدار（居住地の明示）
166	D	AIND-D02622	AIND-D02622_413889730226.xml	المدينة	gn:109223	event[type=residence n=1]	18	ニスバ المدني
167	A	AIND-D02643	AIND-D02643_734821574839.xml	مكة	gn:104515	death[when-custom=0872-03 when=1467-10]	9	مات فيها
168	B	AIND-D02654	AIND-D02654_437826623235.xml	مكة	gn:104515	event[type=religious subtype=hajj n=3]	25	حج
169	D	AIND-D02654	AIND-D02654_437826623235.xml	مكة	gn:104515	event[type=residence subtype=jāwara n=4]	26	جاور（規則20: 付けない）
170	D	AIND-D02662	AIND-D02662_965230991123.xml	القاهرة	gn:360630	event[type=learning]	15	ニスバ القاهري／サハーウィーの所在（لازمني）
171	D	AIND-D02662	AIND-D02662_965230991123.xml	القاهرة	gn:360630	event[type=residence n=1]	18	ニスバ القاهري
172	D	AIND-D02662	AIND-D02662_965230991123.xml	القاهرة	gn:360630	event[type=religious n=1]	24	ニスバ القاهري
173	D	AIND-D02669	AIND-D02669_144883848992.xml	القاهرة	gn:360630	event[type=political n=1]	14	施設 خان السبيل／حبس الديلم の所在地（地名なし）
174	D	AIND-D02669	AIND-D02669_144883848992.xml	القاهرة	gn:360630	event[type=political n=2]	20	施設 حبس الديلم の所在地／スルタンの所在（地名なし）
175	A	AIND-D02676	AIND-D02676_114487727915.xml	جدة	#TMP-L-00036	death[when-custom=0843-01 when=1439-06]	9	الجدي مات بها
176	C	AIND-D02676	AIND-D02676_114487727915.xml	المعلاة	wd:Q42004	death[when-custom=0843-01 when=1439-06]	11	بمعلاتها（المعلاة＋代名詞）
