熊倉	Person	ابن رجب الحنبلي | زين الدين عبد الرحمن بن أحمد بن رجب	Ibn Rajab al-Ḥanbalī	TMP-P-000905	出現: D05503(師「حضر على … ابن رجب」)。ダマスクスのハンバリー派学者(没795、本書対象外)。D00579「أجاز له ابن رجب」・D01503 にも。Wikidata に項目あり(要Waka実照合)	B68新規発行
熊倉	Person	الزين القرشي	al-Zayn al-Qurashī	TMP-P-000906	出現: D05503(師「حضر على … الزين القرشي」)。8世紀後半ダマスクスの説教師・学者(D00910「لم يصعد كرسي الوعظ بعد الزين القرشي مثله」・D03090 にも)。本書対象外で corpus に本伝なし	B68新規発行
熊倉	Person	أبو بكر بن إبراهيم البغلائي الحراري اليماني	Abū Bakr b. Ibrāhīm al-Baghlāʾī al-Ḥarārī al-Yamānī	TMP-P-000907	出現: D05522(弟子「تلا عليه … الآتي」)。イエメンの朗誦家。「الآتي」とあるが أبو بكر 部に該当見出しなし(D10636/D10639 は別人)=欠番WL	B68新規発行
熊倉	Person	محمد بن علي القباني	Muḥammad b. ʿAlī al-Qabbānī	TMP-P-000908	出現: D05512(父「القباني أبوه」=父が秤量業者)。ナサブから復元。⚠初版は TMP-P-000619(=D01740 ابن الفيومية の父 محمد بن علي)を流用=別人	B68新規発行
熊倉	Person	محمد بن عمر الشرعبي اليماني	Muḥammad b. ʿUmar al-Sharʿabī al-Yamānī	TMP-P-000909	出現: D05522(父)。ナサブから復元。⚠初版は汚染番号 TMP-P-000529 を流用	B68新規発行
熊倉	Person	محمد بن كحل المغربي الحميضي	Muḥammad b. Kuḥl al-Maghribī al-Ḥumayḍī	TMP-P-000910	出現: D05538(父)。ナサブから復元。⚠初版は汚染番号 TMP-P-000529 を流用	B68新規発行
熊倉	Person	الشيخ الفاضل كحل المغربي	al-Shaykh al-Fāḍil Kuḥl al-Maghribī	TMP-P-000911	出現: D05538(祖父「كان جده من موالي السيد حميضة」=メッカのシャリーフ حميضة のマウラー)。corpus に本伝なし	B68新規発行
熊倉	Person	محمد بن عبد الله البهنسي	Muḥammad b. ʿAbd Allāh al-Bahnasī	TMP-P-000912	出現: D05567(797年に兄弟らと共にイジャーザを授与した師の一人)。8世紀末のムスニド。corpus に本伝なし(D00183 البرهان إبراهيم بن علي البهنسي は別人)	B68新規発行
熊倉	Person	محمد بن إسحاق الأبرقوهي	Muḥammad b. Isḥāq al-Abraqūhī	TMP-P-000913	出現: D05567(イジャーザ授与者、797年)。8世紀末のムスニド。corpus に本伝なし	B68新規発行
熊倉	Person	محمد بن أبي بكر البكري	Muḥammad b. Abī Bakr al-Bakrī	TMP-P-000914	出現: D05567(イジャーザ授与者、797年)。8世紀末のムスニド。corpus に本伝なし	B68新規発行
熊倉	Person	البدر بن السراج البلقيني | بدر الدين محمد بن عمر بن رسلان البلقيني	al-Badr b. al-Sirāj al-Bulqīnī	TMP-P-000915	出現: D05569(母方祖父「سبط البدر بن السراج البلقيني」、母 بلقيس の父)。شيخ الإسلام السراج البلقيني(wd:Q6798541=D11278)の子(没791頃、本書対象外)。⚠D07352(父)・D09259(兄弟)は「ابنة/سبط السراج البلقيني」と記し世代が一致しない=要判断	B68新規発行
熊倉	Person	محمد بن عمر بن علي بن إبراهيم المكي	Muḥammad b. ʿUmar b. ʿAlī b. Ibrāhīm al-Makkī	TMP-P-000916	出現: D05521(父「كان أبوه من أعيان تجار مكة وخلف مالا جزيلا من نقد وعقار」)。メッカの有力商人。ナサブ4世代＋ニスバから復元。corpus の م 部に該当見出しなし(独立検証パスの指摘で発行)	B68新規発行
熊倉	Person	بلقيس ابنة البدر محمد بن السراج عمر بن رسلان البلقيني	Balqīs bt. al-Badr Muḥammad b. al-Sirāj al-Bulqīnī	TMP-P-000917	出現: D05569(母「أمه بلقيس」)。البهاء البرجي(#AIND-D07352)の後妻。D07352「فتزوج بلقيس ابنة أخيها بدر الدين بن السراج فأولدها أولادا」・ニスバ索引 D11510「فبلقيس تزوجها البهاء البرجي」でナサブ確定。女性部に立項なし(D12914 بلقيس ابنة أحمد بن قشقار は別人)。父 = TMP-P-000915	B68新規発行
熊倉	Text	المختار | المختار للفتوى	al-Mukhtār (li-l-fatwā)	TMP-T-00151	出現: D04071(حفظ المختار)。ハナフィー派法学の暗記書(الموصلي著)。corpus に「حفظ المختار」31例。⚠TMP-T-00001 المختارة لضياء الدين(ハディース集)とは別書	B68新規発行
熊倉	Text	المسلسل بيوم العيد | الحديث المسلسل بيوم العيد	al-Musalsal bi-yawm al-ʿĪd	TMP-T-00152	出現: D05518(「سمع مني في يوم عيد الفطر … المسلسل بيوم العيد」)。祝祭日に伝えられる連鎖(musalsal)ハディース。既登録 المسلسل(T-00019)・المسلسل بالأولية(T-00107)と同系列の別テキスト	B68新規発行
熊倉	Text	مسلسلات العلائي | الأربعون المسلسلة للعلائي	Musalsalāt al-ʿAlāʾī	TMP-T-00153	出現: D05563(「الأول من مسلسلات العلائي」)。صلاح الدين العلائي(没761)の連鎖ハディース集	B68新規発行
